,Unnamed: 0,p1_tag,p1_trophy,p1_card_0_id,p1_card_0_lv,p1_card_1_id,p1_card_1_lv,p1_card_2_id,p1_card_2_lv,p1_card_3_id,p1_card_3_lv,p1_card_4_id,p1_card_4_lv,p1_card_5_id,p1_card_5_lv,p1_card_6_id,p1_card_6_lv,p1_card_7_id,p1_card_7_lv,p1_crowns,p2_tag,p2_trophy,p2_card_0_id,p2_card_0_lv,p2_card_1_id,p2_card_1_lv,p2_card_2_id,p2_card_2_lv,p2_card_3_id,p2_card_3_lv,p2_card_4_id,p2_card_4_lv,p2_card_5_id,p2_card_5_lv,p2_card_6_id,p2_card_6_lv,p2_card_7_id,p2_card_7_lv,p2_crowns,winner
7827,7827,#L0CQVPU0,5708,26000010,14,26000043,14,26000038,12,27000007,12,26000062,6,28000006,9,28000001,14,28000016,12,0,#VJ9R028L,5739,26000021,12,27000000,14,26000030,14,26000010,14,28000000,12,28000011,6,26000014,12,26000038,12,1,2
7828,7828,#L0CQVPU0,5735,26000010,14,26000043,14,26000038,12,27000007,12,26000062,6,28000006,9,28000001,14,28000016,12,1,#9GP0J9CG,5731,28000012,9,26000012,9,26000056,14,28000004,9,26000064,14,26000049,14,26000072,4,28000015,9,2,2
7829,7829,#L0CQVPU0,5762,26000010,14,26000043,14,26000038,12,27000007,12,26000062,6,28000006,9,28000001,14,28000016,12,1,#98CQYJUG,5758,28000000,12,26000018,12,26000062,6,26000053,14,28000011,6,26000059,12,26000064,14,26000012,9,2,2
7830,7830,#L0CQVPU0,5732,26000010,14,26000043,14,26000038,12,27000007,12,26000062,6,28000006,9,28000001,14,28000016,12,2,#J982JJCY,5737,26000004,8,26000007,8,26000036,11,28000017,14,26000084,14,26000046,6,26000018,12,28000006,8,1,1
7831,7831,#L0CQVPU0,5761,26000010,14,26000043,14,26000046,6,27000007,12,26000062,6,28000006,9,28000001,14,28000016,12,1,#9JCGY2J0,5722,26000045,9,28000011,6,28000007,9,26000034,9,26000030,14,26000021,12,26000004,9,28000012,9,2,2
7832,7832,#9RCY0VLU,5877,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,1,#2Q9LQVQQP,5835,26000045,9,26000036,12,28000000,12,26000027,9,28000006,9,26000007,9,26000017,12,26000074,4,0,1
7833,7833,#9RCY0VLU,5903,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,0,#PPCGRUYP,5911,27000008,9,27000006,14,28000003,12,26000001,14,26000000,14,26000084,14,26000010,14,28000011,6,1,2
7834,7834,#9RCY0VLU,5875,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,1,#2VGLJ0UJ,5858,26000004,9,26000042,6,28000000,12,26000039,12,26000021,12,28000001,14,26000000,14,26000011,12,0,1
7835,7835,#9RCY0VLU,5900,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,0,#8CPUYJGG8,5920,28000004,9,27000010,12,26000055,6,26000040,12,26000011,12,28000001,14,27000001,12,26000064,14,1,2
7836,7836,#9RCY0VLU,5872,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,3,#2R00U90CQ,5857,26000000,14,26000018,12,28000007,9,28000001,14,26000007,9,26000011,12,26000037,6,26000059,12,0,1
7837,7837,#9RCY0VLU,5842,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,1,#99P0Y2UG2,5852,26000003,12,28000010,6,26000027,9,28000001,14,28000000,12,26000012,9,26000037,5,26000072,4,0,1
7838,7838,#9RCY0VLU,5810,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,1,#RVU8C8L2,5839,26000004,9,26000036,12,26000042,6,26000046,6,26000050,5,28000009,9,28000015,8,26000062,5,0,1
7839,7839,#9RCY0VLU,5780,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,1,#LVLC2G2Y,5781,26000038,11,26000021,12,26000014,12,28000000,12,27000000,14,26000030,14,26000010,12,28000011,6,0,1
7840,7840,#9RCY0VLU,5751,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,1,#YY00JJRL,5748,26000056,14,28000004,9,26000014,12,26000020,9,26000013,14,28000008,14,26000050,6,26000005,14,0,1
7841,7841,#9RCY0VLU,5720,28000011,6,28000004,9,26000000,14,26000026,6,26000056,14,26000040,12,26000012,9,27000003,12,1,#2VRRYLVR,5733,26000048,6,26000009,9,26000007,9,27000001,12,26000039,12,26000055,6,28000001,14,28000007,9,0,1
7842,7842,#2YUC8PV,5929,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,0,#YC9U00G9G,5933,27000003,12,26000021,12,26000056,14,26000012,9,26000062,6,26000040,12,26000055,6,26000011,12,1,2
7843,7843,#2YUC8PV,5898,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,3,#QY2R0Y2P0,5917,26000011,12,28000011,5,28000000,12,28000004,9,26000056,14,27000006,14,26000041,14,26000040,11,1,1
7844,7844,#2YUC8PV,5869,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,3,#8LGGLQJ8G,5861,26000056,14,26000030,14,27000000,14,28000011,6,26000025,9,26000000,14,26000040,12,26000026,6,2,1
7845,7845,#2YUC8PV,5897,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,1,#Y929VU9Y,5867,26000009,9,26000016,9,26000049,14,26000013,14,28000007,9,28000012,9,26000080,14,26000048,6,2,2
7846,7846,#2YUC8PV,5870,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,2,#GYPL08QL,5843,26000009,9,28000006,9,26000000,14,27000007,12,28000000,12,26000015,9,26000048,6,28000008,14,1,1
7847,7847,#2YUC8PV,5841,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,2,#PY9UUR080,5831,26000026,6,28000011,6,26000016,9,28000004,9,28000003,12,26000040,12,26000053,14,26000041,14,1,1
7848,7848,#2YUC8PV,5813,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,2,#VJ2VJP9P,5794,26000051,6,27000013,9,26000064,14,26000004,9,26000050,6,28000015,9,28000006,9,26000044,9,1,1
7849,7849,#2YUC8PV,5839,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,0,#2L2C099V,5840,26000028,12,28000001,13,26000004,9,27000007,12,26000022,14,26000017,12,28000002,9,26000043,14,3,2
7850,7850,#2YUC8PV,5812,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,3,#PV8VL2GQQ,5787,26000055,6,26000033,6,26000042,6,26000061,6,26000014,12,26000056,14,28000001,14,28000008,14,0,1
7851,7851,#2YUC8PV,5839,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,1,#2JQJQVJ8J,5837,26000025,9,28000011,6,28000004,9,26000011,12,26000026,6,27000003,12,28000003,12,26000030,14,2,2
7852,7852,#2YUC8PV,5866,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,1,#9YV9Y2PC0,5866,26000055,6,28000009,9,26000042,6,26000032,6,28000011,6,26000048,6,27000009,12,26000049,14,3,2
7853,7853,#2YUC8PV,5836,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,2,#80GQQRJYU,5847,28000001,13,26000012,8,26000011,12,26000042,6,27000001,12,28000004,9,26000056,14,26000040,12,1,1
7854,7854,#2YUC8PV,5806,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,3,#LV2Y9P8,5806,26000006,9,26000035,6,26000037,5,26000030,13,26000010,10,28000001,14,26000072,4,26000049,14,1,1
7855,7855,#2YUC8PV,5832,26000048,6,28000003,12,26000032,6,26000018,12,26000003,12,28000001,14,26000007,9,28000008,14,0,#9CRPJ8J8R,5838,26000037,6,26000015,9,26000016,9,26000055,6,28000011,6,28000002,9,27000006,13,26000006,9,3,2
7856,7856,#YPGCQ9RQ,5926,27000010,12,28000000,12,26000057,12,28000015,9,27000001,12,26000054,9,26000043,14,26000083,6,0,#2000YJG2,5965,26000047,14,27000013,9,26000046,6,28000001,14,28000000,12,26000057,12,28000015,9,26000083,6,3,2
7857,7857,#YPGCQ9RQ,5897,27000010,12,28000000,12,26000057,12,28000015,9,27000001,12,26000054,9,26000043,14,26000083,6,1,#UGV9LU20,5894,28000011,6,27000003,12,26000011,12,26000025,9,26000026,6,28000004,9,28000003,12,26000084,14,0,1
7858,7858,#YPGCQ9RQ,5869,27000010,12,28000000,12,26000057,12,28000015,9,27000001,12,26000054,9,26000043,14,26000083,6,1,#82QRV9V2V,5850,26000007,9,26000011,12,26000055,6,27000003,12,28000001,14,28000008,14,26000043,14,28000000,12,0,1
7859,7859,#YPGCQ9RQ,5838,27000010,12,28000000,12,26000057,12,28000015,9,27000001,12,26000054,9,26000043,14,26000083,6,2,#8GY8Q9Y8,5853,28000001,14,28000008,14,26000021,12,26000018,12,28000007,9,26000037,6,26000023,6,26000011,12,0,1
7860,7860,#YPGCQ9RQ,5809,27000010,12,28000000,12,26000057,12,28000015,9,27000001,12,26000054,9,26000043,14,26000083,6,1,#P0JLR0G9,5798,26000040,12,26000041,14,26000007,9,28000004,9,28000012,9,26000026,6,28000003,12,28000011,6,0,1
7861,7861,#YPGCQ9RQ,5781,27000010,12,28000000,12,26000057,12,28000015,9,27000001,12,26000054,9,26000043,14,26000083,6,1,#28Q2YG0RG,5766,27000001,12,28000015,9,27000010,12,26000017,12,26000054,9,26000057,12,26000055,6,26000004,9,0,1
7862,7862,#YPGCQ9RQ,5808,27000010,12,28000000,12,26000057,12,28000015,9,27000001,12,26000054,9,26000043,14,26000083,6,0,#P0JL2PQ2C,5791,28000015,9,26000025,9,26000015,9,27000010,12,26000018,12,26000024,14,28000007,9,26000042,6,1,2
7863,7863,#YPGCQ9RQ,5781,26000058,9,26000046,6,26000047,14,26000043,14,27000013,9,26000050,6,26000026,6,26000062,6,1,#29VJ9YUVY,5753,28000011,5,26000026,5,27000003,12,28000003,12,28000004,9,26000000,14,26000030,14,26000041,14,0,1
7864,7864,#YPGCQ9RQ,5808,26000058,9,26000046,6,26000047,14,26000043,14,27000013,9,26000050,6,26000026,6,26000062,6,1,#2J8CGVU09,5796,28000004,9,27000003,12,28000003,12,26000030,14,26000026,6,28000011,6,26000041,14,26000000,14,2,2
7865,7865,#YPGCQ9RQ,5780,26000058,9,26000046,6,26000047,14,26000043,14,27000013,9,26000050,6,26000026,6,26000062,6,3,#88VR8VGYP,5764,26000010,14,28000000,12,28000011,6,26000038,12,27000000,14,26000030,14,26000014,12,26000021,12,0,1
7866,7866,#Y2GUCUQV,5926,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,0,#220RVR2U2,5964,26000027,9,28000001,14,26000052,12,28000006,9,26000047,14,26000059,12,26000057,12,28000000,12,1,2
7867,7867,#Y2GUCUQV,5954,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,0,#GRQLQLCG,5928,28000001,13,26000012,8,28000004,9,26000011,12,28000006,9,26000055,6,26000064,14,26000042,5,1,2
7868,7868,#Y2GUCUQV,5925,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,2,#P2LYYJ0Y9,5920,26000054,9,28000000,12,28000005,9,26000006,9,28000011,6,26000027,9,27000000,14,26000037,6,1,1
7869,7869,#Y2GUCUQV,5951,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,0,#80RCJ9YUY,5961,26000035,6,26000012,8,28000012,8,26000015,9,26000006,9,28000005,6,26000034,8,26000037,6,1,2
7870,7870,#Y2GUCUQV,5922,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,3,#LGVQQYGC,5920,26000064,14,26000042,6,28000003,12,26000021,12,28000004,9,28000011,6,27000004,12,26000020,9,0,1
7871,7871,#Y2GUCUQV,5949,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,0,#GJR9Q90RC,5926,26000007,9,28000010,6,26000005,14,28000017,13,26000012,9,26000069,3,26000003,12,28000001,14,1,2
7872,7872,#Y2GUCUQV,5922,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,1,#2CU8L9P9J,5897,26000055,6,26000046,6,26000042,6,28000002,9,26000001,14,26000063,9,26000014,12,28000001,14,0,1
7873,7873,#Y2GUCUQV,5890,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,1,#80PRGVVQJ,5915,26000042,6,28000001,14,26000027,9,28000011,6,28000000,12,26000016,9,26000011,12,26000004,9,0,1
7874,7874,#Y2GUCUQV,5919,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,0,#8V0UGG8C,5882,26000014,12,28000011,6,26000021,12,26000004,9,26000025,9,26000084,13,28000000,12,26000005,14,1,2
7875,7875,#Y2GUCUQV,5887,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,1,#PQLYJC2L8,5916,26000026,6,28000011,6,26000055,6,27000003,12,28000004,9,26000056,14,26000040,12,26000012,9,0,1
7876,7876,#Y2GUCUQV,5855,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,3,#9C92C8UUJ,5885,26000003,12,28000008,14,26000050,6,26000039,12,28000000,12,26000042,6,26000016,9,28000011,6,0,1
7877,7877,#Y2GUCUQV,5824,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,1,#99890PL2J,5839,26000046,6,26000042,6,26000043,14,26000050,6,26000083,6,26000062,6,26000054,9,28000015,9,0,1
7878,7878,#Y2GUCUQV,5793,26000047,14,26000057,12,26000074,4,28000001,14,26000059,12,26000052,12,27000012,12,28000015,9,2,#UVQPRGC,5806,26000029,6,26000005,14,26000006,9,26000039,12,27000009,12,28000007,9,28000001,14,26000012,9,1,1
7879,7879,#2JQQJ88JR,5930,26000041,14,26000011,12,27000006,14,28000009,9,27000001,12,26000057,12,27000010,12,28000011,6,0,#88QYUGYJ8,5927,27000007,12,28000006,9,28000008,14,26000057,12,26000046,6,26000005,14,26000050,6,26000055,6,1,2
7880,7880,#2JQQJ88JR,5899,26000041,14,26000011,12,27000006,14,28000009,9,27000001,12,26000057,12,27000010,12,28000011,6,1,#2LGLQLP2C,5920,26000018,12,28000005,8,28000006,9,28000016,12,26000026,6,26000038,11,28000008,14,26000049,14,0,1
7881,7881,#2JQQJ88JR,5870,26000041,14,26000011,12,27000006,14,28000009,9,27000001,12,26000057,12,27000010,12,28000011,6,1,#YC298UV29,5860,26000055,6,28000008,14,26000058,9,26000049,14,26000041,14,26000046,6,28000011,6,26000014,12,0,1
7882,7882,#2JQQJ88JR,5844,26000041,14,26000011,12,27000006,14,28000009,9,27000001,12,26000057,12,27000010,12,28000011,6,1,#UP92V8J9,5802,26000012,9,26000021,12,26000008,14,28000005,9,26000023,6,28000011,6,26000022,14,26000026,6,0,1
7883,7883,#2JQQJ88JR,5813,26000041,14,26000011,12,27000006,14,28000009,9,27000001,12,26000057,12,27000010,12,28000011,6,1,#90VLCUU0P,5826,26000011,12,28000000,12,26000039,11,27000009,11,26000029,6,26000006,9,26000080,14,28000008,13,0,1
7884,7884,#2JQQJ88JR,5784,26000041,14,26000011,12,27000006,14,28000009,9,27000001,12,26000057,12,27000010,12,28000011,6,1,#QRYR8JL8,5775,26000025,9,28000011,6,26000059,12,27000002,14,26000083,6,26000014,12,26000000,14,28000000,12,0,1
7885,7885,#2JQQJ88JR,5755,26000041,14,26000011,12,27000006,14,28000009,9,27000001,12,26000057,12,27000010,12,28000011,6,1,#8PVL28LR8,5748,26000004,9,27000006,14,26000042,6,26000021,12,28000012,9,26000017,12,26000018,12,28000008,14,0,1
7886,7886,#JCCJPVPJ,5874,26000051,6,26000018,12,28000015,9,28000001,14,26000055,6,26000062,6,28000007,9,26000007,9,1,#8L2V89G2J,5863,26000017,12,28000002,9,26000055,6,26000041,14,26000001,14,26000046,6,28000001,14,26000049,14,0,1
7887,7887,#JCCJPVPJ,5902,26000051,6,26000018,12,28000015,9,28000001,14,26000055,6,26000062,6,28000007,9,26000007,9,0,#20L8VG2RG,5878,26000010,13,26000084,14,28000011,6,26000027,9,27000003,12,26000032,6,28000003,12,28000018,14,1,2
7888,7888,#JCCJPVPJ,5872,26000051,6,26000018,12,28000015,9,28000001,14,26000055,6,26000062,6,28000007,9,26000007,9,1,#8UYRLU8LL,5872,28000011,6,26000042,6,26000033,6,26000085,9,26000000,14,26000005,14,26000018,12,28000002,9,0,1
7889,7889,#YU9CJR9Q,5873,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,1,#PQ8P9G02,5865,28000000,12,26000012,9,26000021,12,26000041,14,26000017,12,28000005,9,26000022,14,26000043,14,0,1
7890,7890,#YU9CJR9Q,5900,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,0,#890VQPLU,5900,27000008,9,27000006,14,28000011,6,26000001,14,28000000,12,26000030,14,26000010,14,26000000,14,1,2
7891,7891,#YU9CJR9Q,5927,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,0,#20GLQG0C,5920,26000067,12,26000015,9,26000033,6,26000068,12,26000037,6,26000063,9,28000012,9,28000016,11,1,2
7892,7892,#YU9CJR9Q,5897,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,1,#9QQ0Y990V,5901,26000084,14,28000000,11,26000026,6,26000025,9,27000003,12,28000011,6,26000034,9,28000004,9,0,1
7893,7893,#YU9CJR9Q,5922,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,0,#P02R0L80,5939,26000085,9,26000074,4,26000015,9,26000023,6,27000009,12,28000007,9,28000012,9,28000015,9,1,2
7894,7894,#YU9CJR9Q,5894,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,1,#28Q0QLPR,5876,26000057,12,28000015,9,26000035,6,26000025,9,28000009,9,26000009,9,26000054,9,27000010,12,0,1
7895,7895,#YU9CJR9Q,5919,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,0,#2Q9Y9UUR0,5942,26000009,9,26000048,6,26000043,14,28000008,14,28000001,14,26000039,12,26000018,12,26000013,14,1,2
7896,7896,#YU9CJR9Q,5889,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,1,#PU2GGCR9,5899,28000000,12,26000064,14,26000074,4,26000037,6,28000011,6,27000009,12,26000059,12,26000047,14,0,1
7897,7897,#YU9CJR9Q,5915,28000006,9,26000021,12,26000014,12,26000038,12,27000000,14,28000000,12,26000010,14,28000011,6,0,#9P8Q8LR98,5925,26000001,14,27000002,14,26000030,14,28000012,9,26000000,14,26000010,12,28000011,6,28000003,12,1,2
7898,7898,#88R9PYJUP,5928,26000021,12,26000072,2,27000000,14,28000018,14,28000014,12,28000011,6,26000025,8,26000031,14,0,#Y9UR0CYY,5939,28000003,12,28000006,9,26000010,14,27000000,14,26000072,4,26000032,6,26000030,14,28000011,6,1,2
7899,7899,#PLPC29VL9,5871,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#2YV222QP,5883,26000014,12,26000038,12,26000030,14,26000010,14,27000000,14,28000000,12,26000021,12,28000011,6,0,1
7900,7900,#PLPC29VL9,5840,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#2YG82GYY,5854,28000003,12,28000011,6,26000026,6,26000030,14,26000011,12,28000004,9,27000006,14,26000025,8,0,1
7901,7901,#PLPC29VL9,5810,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#22P0GJUUP,5811,26000055,6,27000006,14,26000056,14,28000004,9,26000049,14,26000064,14,26000042,6,26000041,14,0,1
7902,7902,#PLPC29VL9,5783,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,2,#RRVU0CVP,5753,28000008,14,28000007,9,26000012,9,26000049,14,28000012,9,26000085,9,26000057,12,26000017,12,1,1
7903,7903,#PLPC29VL9,5811,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#GLJCLGJYQ,5784,28000004,9,26000017,12,26000049,14,26000055,6,26000051,6,26000012,9,26000037,6,28000008,14,1,2
7904,7904,#PLPC29VL9,5837,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#982YR99RL,5848,26000020,9,26000007,9,26000011,12,26000056,14,26000012,9,26000040,12,27000010,12,26000051,6,1,2
7905,7905,#PLPC29VL9,5809,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#Q89PVQGU,5797,26000021,12,26000041,14,26000055,6,26000072,4,27000000,14,28000015,9,26000084,14,28000014,12,0,1
7906,7906,#PLPC29VL9,5780,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#2LRURCY80,5776,26000050,6,26000055,6,26000052,12,27000010,12,26000054,9,26000083,6,26000057,12,27000001,12,0,1
7907,7907,#PLPC29VL9,5751,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#2CLJ08JY2,5740,26000025,9,26000034,9,26000059,12,27000006,14,26000007,9,28000001,14,26000018,12,28000007,9,0,1
7908,7908,#PLPC29VL9,5776,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#2J0JP2VC,5795,26000029,6,26000006,9,26000032,6,26000040,12,28000008,14,26000011,12,27000006,14,26000025,9,3,2
7909,7909,#PLPC29VL9,5803,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#22UY292YV,5796,26000009,9,26000042,6,26000015,9,26000035,6,28000007,9,28000008,14,26000048,6,26000049,14,1,2
7910,7910,#PLPC29VL9,5830,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#9GGCQCU20,5814,26000056,14,26000046,6,26000013,14,28000003,12,28000006,9,26000008,14,26000052,12,27000010,12,3,2
7911,7911,#PLPC29VL9,5800,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#88P82J8R8,5805,26000010,12,28000014,12,27000000,14,26000014,12,28000017,13,28000011,5,26000021,12,26000000,14,0,1
7912,7912,#PLPC29VL9,5827,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#90UC9VCJQ,5826,26000055,6,26000011,12,26000018,12,26000021,12,28000008,13,26000049,13,27000003,12,28000012,8,1,2
7913,7913,#PLPC29VL9,5850,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#2Q0PJVQ9,5892,26000001,14,26000010,13,27000006,14,26000084,14,28000000,12,26000000,13,27000008,9,28000011,6,1,2
7914,7914,#PLPC29VL9,5877,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#QJ9LJ8,5868,26000062,6,26000000,14,27000009,12,26000014,12,28000005,9,28000010,6,28000008,14,26000034,9,1,2
7915,7915,#PLPC29VL9,5903,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,0,#828VGYQL8,5906,26000015,9,28000007,9,28000012,9,26000048,6,26000035,6,26000039,12,26000009,9,26000013,14,1,2
7916,7916,#PLPC29VL9,5874,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#2CL0YQCL,5863,26000047,14,27000010,12,27000001,12,28000012,9,28000000,12,28000006,9,26000057,12,26000050,6,0,1
7917,7917,#PLPC29VL9,5847,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#2CRCLGQ8G,5818,26000011,12,26000042,6,28000003,12,26000037,6,26000006,9,28000001,14,26000016,9,27000003,12,0,1
7918,7918,#PLPC29VL9,5818,28000012,9,26000019,14,26000058,9,28000000,12,26000062,6,27000004,12,26000032,6,26000011,12,1,#2QJQRVJGJ,5817,26000055,6,26000037,6,26000032,6,26000056,14,26000041,14,28000012,9,26000049,14,26000017,12,0,1
7919,7919,#C2VRLCV9,5872,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,1,#22QCP0LYG,5859,26000007,9,28000007,8,26000011,12,26000012,8,26000085,8,26000042,6,28000001,14,28000006,9,0,1
7920,7920,#C2VRLCV9,5897,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,1,#R8RJ2JY2,5909,26000055,6,26000057,12,26000016,9,28000008,14,26000051,6,28000002,9,26000064,14,26000054,9,3,2
7921,7921,#C2VRLCV9,5922,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,0,#8UQ22CRUU,5944,27000000,14,28000000,12,28000011,6,26000010,14,26000021,12,26000014,12,26000031,14,26000038,12,1,2
7922,7922,#C2VRLCV9,5947,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,0,#YCQ9YCLLL,5960,26000039,12,26000048,6,28000012,9,28000015,9,26000018,12,26000015,9,26000009,9,28000000,12,3,2
7923,7923,#C2VRLCV9,5920,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,1,#88Q9J2RGV,5892,26000004,9,26000042,6,26000036,12,28000008,14,26000062,6,26000046,6,26000050,6,28000009,9,0,1
7924,7924,#C2VRLCV9,5887,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,3,#8U09VYVG,5927,26000040,12,26000019,14,26000057,12,28000000,12,26000083,6,26000074,4,26000043,14,26000018,12,0,1
7925,7925,#C2VRLCV9,5912,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,1,#88RUCYP0,5926,26000006,9,28000015,9,26000034,9,26000063,9,28000005,9,26000037,6,26000035,6,28000012,9,3,2
7926,7926,#C2VRLCV9,5886,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,3,#92RV09CG2,5846,28000001,14,26000035,6,26000043,14,26000017,12,26000055,6,27000006,14,28000005,9,26000021,12,0,1
7927,7927,#C2VRLCV9,5860,26000042,6,26000033,6,26000060,9,26000014,12,28000008,14,26000027,9,26000018,12,28000002,9,3,#8RJR9RGL,5823,28000004,9,26000074,4,28000006,9,28000011,6,26000010,14,26000030,14,26000026,6,28000012,9,0,1
